Participant,D2Criterion,Case,D1Criterion,D1C1,D1C2,D1C3,D1C4,D1C5,D2C5,D2C4,D2C3,D2C2,D2C1,CompSelected,Correct,Cue1Order,Cue2Order,Cue3Order,Cue4Order,Cue5Order,Cue1Sel,Cue2Sel,Cue3Sel,Cue4Sel,Cue5Sel,GetBonus,Ncues,order,,C1_NC2,NC1_C2,C1_C2,NC1_NC2,,C3_NC4,NC3_C4,C3_C4,NC3_NC4,,Sel_Either_Primacy,Sel_Either_Recency,,,C1 OR C2,C1_C2_NC3_NC4,C3 or C4,C3_C4_NC1_NC2,Sel_EitherLowHigh
7,99.33369891,14,48.11085936,0,0,0,0,0,0,1,1,0,0,2,1,2,0,1,3,0,1,0,1,1,0,0,3,7,,1,0,0,0,,0,0,1,0,,0,1,,,1,0,1,0,0
7,8.560522736,15,76.02712948,1,1,1,1,1,0,1,0,0,0,1,1,2,4,1,3,0,1,1,1,1,0,0,4,1,,0,0,1,0,,0,0,1,0,,0,0,,,1,0,1,0,0
7,58.96255551,16,25.26279992,1,0,0,1,0,0,1,1,1,0,2,1,0,0,1,2,3,0,0,1,1,1,0,3,31,,0,0,0,1,,0,0,1,0,,0,0,,,0,0,1,1,1
7,78.60372564,17,32.01153732,0,0,0,1,0,0,0,1,1,1,2,1,0,0,1,0,2,0,0,1,0,1,0,2,34,,0,0,0,1,,1,0,0,0,,1,0,,,0,0,1,1,1
7,64.86879171,18,32.39929734,0,1,1,1,0,1,0,1,1,0,2,1,0,0,1,0,2,0,0,1,0,1,0,2,12,,0,0,0,1,,1,0,0,0,,1,0,,,0,0,1,1,1
7,6.190874928,19,97.16931153,0,0,1,0,1,1,1,1,0,0,2,0,2,0,1,0,0,1,0,1,0,0,0,2,9,,1,0,0,0,,1,0,0,0,,1,1,,,1,0,1,0,0
7,87.46995169,20,3.319445531,0,1,0,0,1,1,0,0,0,1,2,1,2,0,1,3,0,1,0,1,1,0,0,3,8,,1,0,0,0,,0,0,1,0,,0,1,,,1,0,1,0,0
7,91.90818598,21,46.7354112,1,0,1,0,0,1,1,1,1,1,1,0,0,0,1,0,0,0,0,1,0,0,0,1,32,,0,0,0,1,,1,0,0,0,,1,0,,,0,0,1,1,1
7,31.25168103,22,78.35494451,1,1,1,0,1,0,1,0,1,0,1,1,0,0,1,2,3,0,0,1,1,1,0,3,28,,0,0,0,1,,0,0,1,0,,0,0,,,0,0,1,1,1
7,3.1378457,23,64.27437014,0,0,1,1,1,0,1,0,1,0,2,0,1,1,1,1,1,1,1,1,1,1,0,5,21,,0,0,1,0,,0,0,1,0,,0,0,,,1,0,1,0,0
7,54.97625065,24,22.11879515,0,0,1,0,1,0,1,0,1,1,1,0,0,0,1,2,0,0,0,1,1,0,0,2,14,,0,0,0,1,,0,0,1,0,,0,0,,,0,0,1,1,1
7,64.20389712,25,18.15611745,0,0,0,1,1,0,1,1,1,1,2,1,0,0,1,2,3,0,0,1,1,1,0,3,19,,0,0,0,1,,0,0,1,0,,0,0,,,0,0,1,1,1
7,41.8159545,26,63.81597126,1,1,0,0,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,5,30,,0,0,1,0,,0,0,1,0,,0,0,,,1,0,1,0,0
7,74.82918167,27,17.68614542,0,0,1,0,1,0,0,1,1,0,2,1,1,1,1,1,1,1,1,1,1,1,1,5,35,,0,0,1,0,,0,0,1,0,,0,0,,,1,0,1,0,0
7,8.488629571,28,80.8740411,0,1,1,1,0,1,0,0,0,0,1,1,0,0,1,0,2,0,0,1,0,1,0,2,10,,0,0,0,1,,1,0,0,0,,1,0,,,0,0,1,1,1
7,79.59769106,29,40.54868495,0,0,1,0,0,1,1,0,0,1,2,1,2,4,1,3,0,1,1,1,1,0,0,4,27,,0,0,1,0,,0,0,1,0,,0,0,,,1,0,1,0,0
7,12.57185219,30,73.66181676,1,0,0,1,1,1,0,0,0,0,1,1,2,4,1,3,0,1,1,1,1,0,0,4,23,,0,0,1,0,,0,0,1,0,,0,0,,,1,0,1,0,0
7,82.11471328,31,26.22465474,0,0,0,0,1,0,1,0,1,1,2,1,0,1,0,0,0,0,1,0,0,0,0,1,2,,0,1,0,0,,0,0,0,1,,0,1,,,1,1,0,0,1
7,32.87367097,32,69.96791427,1,1,1,0,1,1,0,0,0,0,1,1,2,4,1,3,0,1,1,1,1,0,0,4,26,,0,0,1,0,,0,0,1,0,,0,0,,,1,0,1,0,0
7,80.71779556,33,18.63840953,1,0,0,1,0,0,0,0,1,1,1,0,2,4,1,3,0,1,1,1,1,0,0,4,6,,0,0,1,0,,0,0,1,0,,0,0,,,1,0,1,0,0
7,11.08833716,34,52.8690623,0,1,0,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,5,0,,0,0,1,0,,0,0,1,0,,0,0,,,1,0,1,0,0
7,62.48775884,35,7.32104199,0,0,1,0,1,0,1,0,1,1,1,0,0,0,1,0,0,0,0,1,0,0,0,1,20,,0,0,0,1,,1,0,0,0,,1,0,,,0,0,1,1,1
7,20.73636391,36,65.45077794,1,1,1,1,0,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,5,15,,0,0,1,0,,0,0,1,0,,0,0,,,1,0,1,0,0
7,93.30163494,37,36.47929665,1,1,0,0,0,1,1,0,1,1,2,1,2,0,1,3,0,1,0,1,1,0,0,3,33,,1,0,0,0,,0,0,1,0,,0,1,,,1,0,1,0,0
7,91.23633869,38,35.8745515,0,0,0,0,1,0,1,1,0,1,2,1,0,2,1,0,0,0,1,1,0,0,0,2,17,,0,1,0,0,,1,0,0,0,,1,1,,,1,0,1,0,0
7,27.84567143,39,89.03744896,1,0,0,0,0,0,0,1,0,0,2,0,1,1,1,1,1,1,1,1,1,1,0,5,13,,0,0,1,0,,0,0,1,0,,0,0,,,1,0,1,0,0
7,20.06996368,40,72.94527388,0,1,1,1,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,1,0,0,0,1,11,,0,0,0,1,,1,0,0,0,,1,0,,,0,0,1,1,1
8,19.71738388,1,98.12167338,0,0,0,1,1,1,0,1,0,0,2,0,1,0,0,0,0,1,0,0,0,0,0,1,35,,1,0,0,0,,0,0,0,1,,0,1,,,1,1,0,0,1
8,6.422805384,2,64.25661403,1,1,1,0,0,1,1,1,0,0,1,1,1,3,0,2,0,1,1,0,1,0,0,3,11,,0,0,1,0,,0,1,0,0,,1,0,,,1,0,1,0,0
8,31.99114614,3,75.32361934,0,0,0,1,1,0,0,0,0,0,2,0,1,2,0,0,0,1,1,0,0,0,0,2,26,,0,0,1,0,,0,0,0,1,,0,0,,,1,1,0,0,1
8,87.07863351,4,19.82344534,0,0,1,0,0,0,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,0,5,8,,0,0,1,0,,0,0,1,0,,0,0,,,1,0,1,0,0
8,66.47028079,5,38.82827223,1,0,0,0,1,1,0,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,0,5,36,,0,0,1,0,,0,0,1,0,,0,0,,,1,0,1,0,0
8,46.98169927,6,51.17055154,0,1,1,0,1,0,0,0,0,1,2,0,1,2,0,0,0,1,1,0,0,0,0,2,31,,0,0,1,0,,0,0,0,1,,0,0,,,1,1,0,0,1
8,63.49409476,7,30.5458721,0,0,1,0,0,1,0,1,0,1,2,1,1,2,0,0,0,1,1,0,0,0,0,2,34,,0,0,1,0,,0,0,0,1,,0,0,,,1,1,0,0,1
8,75.83477434,8,18.91588174,1,0,0,0,0,1,1,0,1,1,2,1,1,3,0,0,2,1,1,0,0,1,0,3,10,,0,0,1,0,,0,0,0,1,,0,0,,,1,1,0,0,1
8,66.26256017,9,45.30757648,0,1,1,1,0,1,1,0,1,0,1,0,1,1,1,1,1,1,1,1,1,1,0,5,19,,0,0,1,0,,0,0,1,0,,0,0,,,1,0,1,0,0
8,95.3134629,10,37.73740774,0,0,0,0,1,1,1,1,1,1,2,1,1,0,0,0,0,1,0,0,0,0,0,1,12,,1,0,0,0,,0,0,0,1,,0,1,,,1,1,0,0,1
8,34.2126332,11,94.49902277,1,0,1,1,1,1,1,0,0,0,1,1,1,0,3,4,2,1,0,1,1,1,0,4,22,,1,0,0,0,,0,0,1,0,,0,1,,,1,0,1,0,0
8,21.03649425,12,63.62186498,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,5,21,,0,0,1,0,,0,0,1,0,,0,0,,,1,0,1,0,0
8,17.66223335,13,57.48817567,1,0,0,0,0,1,1,1,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,1,37,,1,0,0,0,,0,0,0,1,,0,1,,,1,1,0,0,1
8,99.33369891,14,48.11085936,0,0,0,0,0,0,1,1,0,0,1,0,1,2,0,0,0,1,1,0,0,0,0,2,4,,0,0,1,0,,0,0,0,1,,0,0,,,1,1,0,0,1
8,8.560522736,15,76.02712948,1,1,1,1,1,0,1,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,1,1,,1,0,0,0,,0,0,0,1,,0,1,,,1,1,0,0,1
8,58.96255551,16,25.26279992,1,0,0,1,0,0,1,1,1,0,1,0,1,3,0,2,4,1,1,0,1,1,0,4,17,,0,0,1,0,,0,1,0,0,,1,0,,,1,0,1,0,0
8,78.60372564,17,32.01153732,0,0,0,1,0,0,0,1,1,1,2,1,1,0,0,2,3,1,0,0,1,1,0,3,32,,1,0,0,0,,0,1,0,0,,1,1,,,1,0,1,0,0
8,64.86879171,18,32.39929734,0,1,1,1,0,1,0,1,1,0,1,0,1,0,2,3,4,1,0,1,1,1,0,4,24,,1,0,0,0,,0,0,1,0,,0,1,,,1,0,1,0,0
8,6.190874928,19,97.16931153,0,0,1,0,1,1,1,1,0,0,2,0,1,2,0,3,0,1,1,0,1,0,0,3,5,,0,0,1,0,,0,1,0,0,,1,0,,,1,0,1,0,0
8,87.46995169,20,3.319445531,0,1,0,0,1,1,0,0,0,1,2,1,1,2,0,0,0,1,1,0,0,0,0,2,9,,0,0,1,0,,0,0,0,1,,0,0,,,1,1,0,0,1
8,91.90818598,21,46.7354112,1,0,1,0,0,1,1,1,1,1,2,1,1,3,2,4,0,1,1,1,1,0,0,4,29,,0,0,1,0,,0,0,1,0,,0,0,,,1,0,1,0,0
8,31.25168103,22,78.35494451,1,1,1,0,1,0,1,0,1,0,1,1,1,0,0,2,3,1,0,0,1,1,0,3,3,,1,0,0,0,,0,1,0,0,,1,1,,,1,0,1,0,0
8,3.1378457,23,64.27437014,0,0,1,1,1,0,1,0,1,0,1,1,1,2,0,0,0,1,1,0,0,0,0,2,28,,0,0,1,0,,0,0,0,1,,0,0,,,1,1,0,0,1
8,54.97625065,24,22.11879515,0,0,1,0,1,0,1,0,1,1,2,1,1,1,1,1,1,1,1,1,1,1,0,5,2,,0,0,1,0,,0,0,1,0,,0,0,,,1,0,1,0,0
8,64.20389712,25,18.15611745,0,0,0,1,1,0,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,0,5,33,,0,0,1,0,,0,0,1,0,,0,0,,,1,0,1,0,0
8,41.8159545,26,63.81597126,1,1,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,1,25,,1,0,0,0,,0,0,0,1,,0,1,,,1,1,0,0,1
8,74.82918167,27,17.68614542,0,0,1,0,1,0,0,1,1,0,1,0,1,2,0,0,0,1,1,0,0,0,0,2,14,,0,0,1,0,,0,0,0,1,,0,0,,,1,1,0,0,1
8,8.488629571,28,80.8740411,0,1,1,1,0,1,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,1,20,,1,0,0,0,,0,0,0,1,,0,1,,,1,1,0,0,1
8,79.59769106,29,40.54868495,0,0,1,0,0,1,1,0,0,1,2,1,1,0,0,0,2,1,0,0,0,1,0,2,7,,1,0,0,0,,0,0,0,1,,0,1,,,1,1,0,0,1
8,12.57185219,30,73.66181676,1,0,0,1,1,1,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,1,23,,1,0,0,0,,0,0,0,1,,0,1,,,1,1,0,0,1
8,82.11471328,31,26.22465474,0,0,0,0,1,0,1,0,1,1,2,1,1,0,0,3,2,1,0,0,1,1,0,3,16,,1,0,0,0,,0,1,0,0,,1,1,,,1,0,1,0,0
8,32.87367097,32,69.96791427,1,1,1,0,1,1,0,0,0,0,1,1,1,2,0,3,4,1,1,0,1,1,0,4,6,,0,0,1,0,,0,1,0,0,,1,0,,,1,0,1,0,0
8,80.71779556,33,18.63840953,1,0,0,1,0,0,0,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,5,30,,0,0,1,0,,0,0,1,0,,0,0,,,1,0,1,0,0
8,11.08833716,34,52.8690623,0,1,0,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,5,13,,0,0,1,0,,0,0,1,0,,0,0,,,1,0,1,0,0
8,62.48775884,35,7.32104199,0,0,1,0,1,0,1,0,1,1,2,1,1,2,0,3,0,1,1,0,1,0,0,3,15,,0,0,1,0,,0,1,0,0,,1,0,,,1,0,1,0,0
8,20.73636391,36,65.45077794,1,1,1,1,0,1,1,0,0,0,1,1,1,3,2,0,0,1,1,1,0,0,0,3,38,,0,0,1,0,,1,0,0,0,,1,0,,,1,0,1,0,0
8,93.30163494,37,36.47929665,1,1,0,0,0,1,1,0,1,1,2,1,1,4,2,3,0,1,1,1,1,0,0,4,27,,0,0,1,0,,0,0,1,0,,0,0,,,1,0,1,0,0
8,91.23633869,38,35.8745515,0,0,0,0,1,0,1,1,0,1,2,1,1,0,4,3,2,1,0,1,1,1,0,4,39,,1,0,0,0,,0,0,1,0,,0,1,,,1,0,1,0,0
8,27.84567143,39,89.03744896,1,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,1,0,,1,0,0,0,,0,0,0,1,,0,1,,,1,1,0,0,1
8,20.06996368,40,72.94527388,0,1,1,1,0,0,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,5,18,,0,0,1,0,,0,0,1,0,,0,0,,,1,0,1,0,0
9,19.71738388,1,98.12167338,0,0,0,1,1,1,0,1,0,0,1,1,0,0,1,2,3,0,0,1,1,1,0,3,22,,0,0,0,1,,0,0,1,0,,0,0,,,0,0,1,1,1
9,6.422805384,2,64.25661403,1,1,1,0,0,1,1,1,0,0,2,0,1,1,1,1,1,1,1,1,1,1,0,5,13,,0,0,1,0,,0,0,1,0,,0,0,,,1,0,1,0,0
9,31.99114614,3,75.32361934,0,0,0,1,1,0,0,0,0,0,1,1,4,0,3,1,2,1,0,1,1,1,0,4,31,,1,0,0,0,,0,0,1,0,,0,1,,,1,0,1,0,0
9,87.07863351,4,19.82344534,0,0,1,0,0,0,1,1,1,1,2,1,0,2,1,4,3,0,1,1,1,1,0,4,35,,0,1,0,0,,0,0,1,0,,0,1,,,1,0,1,0,0
9,66.47028079,5,38.82827223,1,0,0,0,1,1,0,1,1,1,2,1,0,0,1,0,0,0,0,1,0,0,0,1,34,,0,0,0,1,,1,0,0,0,,1,0,,,0,0,1,1,1
9,46.98169927,6,51.17055154,0,1,1,0,1,0,0,0,0,1,1,1,0,0,1,0,2,0,0,1,0,1,0,2,21,,0,0,0,1,,1,0,0,0,,1,0,,,0,0,1,1,1
9,63.49409476,7,30.5458721,0,0,1,0,0,1,0,1,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,1,9,,0,0,0,1,,0,1,0,0,,1,0,,,0,0,1,1,1
9,75.83477434,8,18.91588174,1,0,0,0,0,1,1,0,1,1,2,1,0,0,2,1,0,0,0,1,1,0,0,2,4,,0,0,0,1,,0,0,1,0,,0,0,,,0,0,1,1,1
9,66.26256017,9,45.30757648,0,1,1,1,0,1,1,0,1,0,2,1,0,0,0,0,1,0,0,0,0,1,0,1,38,,0,0,0,1,,0,0,0,1,,0,0,,,0,0,0,0,0
9,95.3134629,10,37.73740774,0,0,0,0,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,0,5,39,,0,0,1,0,,0,0,1,0,,0,0,,,1,0,1,0,0
9,34.2126332,11,94.49902277,1,0,1,1,1,1,1,0,0,0,1,1,2,3,0,1,0,1,1,0,1,0,0,3,5,,0,0,1,0,,0,1,0,0,,1,0,,,1,0,1,0,0
9,21.03649425,12,63.62186498,1,1,1,1,1,0,0,0,0,0,1,1,0,2,1,0,0,0,1,1,0,0,0,2,37,,0,1,0,0,,1,0,0,0,,1,1,,,1,0,1,0,0
9,17.66223335,13,57.48817567,1,0,0,0,0,1,1,1,0,0,2,0,0,0,0,1,0,0,0,0,1,0,0,1,30,,0,0,0,1,,0,1,0,0,,1,0,,,0,0,1,1,1
9,99.33369891,14,48.11085936,0,0,0,0,0,0,1,1,0,0,2,1,3,4,0,2,1,1,1,0,1,1,0,4,16,,0,0,1,0,,0,1,0,0,,1,0,,,1,0,1,0,0
9,8.560522736,15,76.02712948,1,1,1,1,1,0,1,0,0,0,1,1,0,0,0,2,1,0,0,0,1,1,0,2,29,,0,0,0,1,,0,1,0,0,,1,0,,,0,0,1,1,1
9,58.96255551,16,25.26279992,1,0,0,1,0,0,1,1,1,0,2,1,1,1,1,1,1,1,1,1,1,1,0,5,36,,0,0,1,0,,0,0,1,0,,0,0,,,1,0,1,0,0
9,78.60372564,17,32.01153732,0,0,0,1,0,0,0,1,1,1,2,1,0,0,1,0,2,0,0,1,0,1,0,2,32,,0,0,0,1,,1,0,0,0,,1,0,,,0,0,1,1,1
9,64.86879171,18,32.39929734,0,1,1,1,0,1,0,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,0,5,11,,0,0,1,0,,0,0,1,0,,0,0,,,1,0,1,0,0
9,6.190874928,19,97.16931153,0,0,1,0,1,1,1,1,0,0,2,0,0,0,0,1,0,0,0,0,1,0,0,1,6,,0,0,0,1,,0,1,0,0,,1,0,,,0,0,1,1,1
9,87.46995169,20,3.319445531,0,1,0,0,1,1,0,0,0,1,1,0,0,0,1,2,0,0,0,1,1,0,0,2,2,,0,0,0,1,,0,0,1,0,,0,0,,,0,0,1,1,1
9,91.90818598,21,46.7354112,1,0,1,0,0,1,1,1,1,1,2,1,1,0,3,2,4,1,0,1,1,1,0,4,20,,1,0,0,0,,0,0,1,0,,0,1,,,1,0,1,0,0
9,31.25168103,22,78.35494451,1,1,1,0,1,0,1,0,1,0,1,1,0,0,1,0,0,0,0,1,0,0,0,1,1,,0,0,0,1,,1,0,0,0,,1,0,,,0,0,1,1,1
9,3.1378457,23,64.27437014,0,0,1,1,1,0,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,5,23,,0,0,1,0,,0,0,1,0,,0,0,,,1,0,1,0,0
9,54.97625065,24,22.11879515,0,0,1,0,1,0,1,0,1,1,2,1,0,1,0,0,0,0,1,0,0,0,0,1,27,,0,1,0,0,,0,0,0,1,,0,1,,,1,1,0,0,1
9,64.20389712,25,18.15611745,0,0,0,1,1,0,1,1,1,1,1,0,0,0,0,1,0,0,0,0,1,0,0,1,26,,0,0,0,1,,0,1,0,0,,1,0,,,0,0,1,1,1
9,41.8159545,26,63.81597126,1,1,0,0,1,0,0,0,0,0,1,1,0,2,1,0,3,0,1,1,0,1,0,3,14,,0,1,0,0,,1,0,0,0,,1,1,,,1,0,1,0,0
9,74.82918167,27,17.68614542,0,0,1,0,1,0,0,1,1,0,2,1,0,2,1,3,0,0,1,1,1,0,0,3,10,,0,1,0,0,,0,0,1,0,,0,1,,,1,0,1,0,0
9,8.488629571,28,80.8740411,0,1,1,1,0,1,0,0,0,0,1,1,0,2,0,1,0,0,1,0,1,0,0,2,7,,0,1,0,0,,0,1,0,0,,1,1,,,1,0,1,0,0
9,79.59769106,29,40.54868495,0,0,1,0,0,1,1,0,0,1,2,1,0,0,0,2,1,0,0,0,1,1,0,2,18,,0,0,0,1,,0,1,0,0,,1,0,,,0,0,1,1,1
9,12.57185219,30,73.66181676,1,0,0,1,1,1,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,5,0,,0,0,1,0,,0,0,1,0,,0,0,,,1,0,1,0,0
9,82.11471328,31,26.22465474,0,0,0,0,1,0,1,0,1,1,1,0,0,0,1,2,3,0,0,1,1,1,0,3,24,,0,0,0,1,,0,0,1,0,,0,0,,,0,0,1,1,1
9,32.87367097,32,69.96791427,1,1,1,0,1,1,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,5,12,,0,0,1,0,,0,0,1,0,,0,0,,,1,0,1,0,0
9,80.71779556,33,18.63840953,1,0,0,1,0,0,0,0,1,1,1,0,4,0,1,2,3,1,0,1,1,1,0,4,33,,1,0,0,0,,0,0,1,0,,0,1,,,1,0,1,0,0
9,11.08833716,34,52.8690623,0,1,0,1,1,1,1,0,0,0,2,0,0,0,1,3,2,0,0,1,1,1,0,3,25,,0,0,0,1,,0,0,1,0,,0,0,,,0,0,1,1,1
9,62.48775884,35,7.32104199,0,0,1,0,1,0,1,0,1,1,2,1,4,1,0,3,2,1,1,0,1,1,0,4,28,,0,0,1,0,,0,1,0,0,,1,0,,,1,0,1,0,0
9,20.73636391,36,65.45077794,1,1,1,1,0,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,5,8,,0,0,1,0,,0,0,1,0,,0,0,,,1,0,1,0,0
9,93.30163494,37,36.47929665,1,1,0,0,0,1,1,0,1,1,2,1,3,0,1,2,0,1,0,1,1,0,0,3,19,,1,0,0,0,,0,0,1,0,,0,1,,,1,0,1,0,0
9,91.23633869,38,35.8745515,0,0,0,0,1,0,1,1,0,1,2,1,4,2,1,3,0,1,1,1,1,0,0,4,3,,0,0,1,0,,0,0,1,0,,0,0,,,1,0,1,0,0
9,27.84567143,39,89.03744896,1,0,0,0,0,0,0,1,0,0,2,0,4,0,1,3,2,1,0,1,1,1,0,4,17,,1,0,0,0,,0,0,1,0,,0,1,,,1,0,1,0,0
9,20.06996368,40,72.94527388,0,1,1,1,0,0,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,5,15,,0,0,1,0,,0,0,1,0,,0,0,,,1,0,1,0,0
10,19.71738388,1,98.12167338,0,0,0,1,1,1,0,1,0,0,1,1,2,3,0,1,4,1,1,0,1,1,0,4,8,,0,0,1,0,,0,1,0,0,,1,0,,,1,0,1,0,0
10,6.422805384,2,64.25661403,1,1,1,0,0,1,1,1,0,0,2,0,1,1,1,1,1,1,1,1,1,1,0,5,10,,0,0,1,0,,0,0,1,0,,0,0,,,1,0,1,0,0
10,31.99114614,3,75.32361934,0,0,0,1,1,0,0,0,0,0,1,1,2,3,0,1,4,1,1,0,1,1,0,4,38,,0,0,1,0,,0,1,0,0,,1,0,,,1,0,1,0,0
10,87.07863351,4,19.82344534,0,0,1,0,0,0,1,1,1,1,2,1,0,0,0,0,1,0,0,0,0,1,0,1,2,,0,0,0,1,,0,0,0,1,,0,0,,,0,0,0,0,0
10,66.47028079,5,38.82827223,1,0,0,0,1,1,0,1,1,1,2,1,0,0,0,1,0,0,0,0,1,0,0,1,24,,0,0,0,1,,0,1,0,0,,1,0,,,0,0,1,1,1
10,46.98169927,6,51.17055154,0,1,1,0,1,0,0,0,0,1,2,0,0,0,0,1,0,0,0,0,1,0,0,1,20,,0,0,0,1,,0,1,0,0,,1,0,,,0,0,1,1,1
10,63.49409476,7,30.5458721,0,0,1,0,0,1,0,1,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,1,9,,0,0,0,1,,0,1,0,0,,1,0,,,0,0,1,1,1
10,75.83477434,8,18.91588174,1,0,0,0,0,1,1,0,1,1,2,1,2,3,0,1,4,1,1,0,1,1,0,4,18,,0,0,1,0,,0,1,0,0,,1,0,,,1,0,1,0,0
10,66.26256017,9,45.30757648,0,1,1,1,0,1,1,0,1,0,2,1,2,3,0,1,4,1,1,0,1,1,0,4,32,,0,0,1,0,,0,1,0,0,,1,0,,,1,0,1,0,0
10,95.3134629,10,37.73740774,0,0,0,0,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,0,5,17,,0,0,1,0,,0,0,1,0,,0,0,,,1,0,1,0,0
10,34.2126332,11,94.49902277,1,0,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,5,7,,0,0,1,0,,0,0,1,0,,0,0,,,1,0,1,0,0
10,21.03649425,12,63.62186498,1,1,1,1,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,1,13,,0,0,0,1,,0,1,0,0,,1,0,,,0,0,1,1,1
10,17.66223335,13,57.48817567,1,0,0,0,0,1,1,1,0,0,2,0,2,3,0,1,0,1,1,0,1,0,0,3,31,,0,0,1,0,,0,1,0,0,,1,0,,,1,0,1,0,0
10,99.33369891,14,48.11085936,0,0,0,0,0,0,1,1,0,0,2,1,2,3,0,1,0,1,1,0,1,0,0,3,16,,0,0,1,0,,0,1,0,0,,1,0,,,1,0,1,0,0
10,8.560522736,15,76.02712948,1,1,1,1,1,0,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,5,29,,0,0,1,0,,0,0,1,0,,0,0,,,1,0,1,0,0
10,58.96255551,16,25.26279992,1,0,0,1,0,0,1,1,1,0,1,0,2,3,0,1,4,1,1,0,1,1,0,4,33,,0,0,1,0,,0,1,0,0,,1,0,,,1,0,1,0,0
10,78.60372564,17,32.01153732,0,0,0,1,0,0,0,1,1,1,1,0,2,0,0,1,0,1,0,0,1,0,0,2,39,,1,0,0,0,,0,1,0,0,,1,1,,,1,0,1,0,0
10,64.86879171,18,32.39929734,0,1,1,1,0,1,0,1,1,0,1,0,2,3,0,1,0,1,1,0,1,0,0,3,0,,0,0,1,0,,0,1,0,0,,1,0,,,1,0,1,0,0
10,6.190874928,19,97.16931153,0,0,1,0,1,1,1,1,0,0,2,0,1,1,1,1,1,1,1,1,1,1,0,5,3,,0,0,1,0,,0,0,1,0,,0,0,,,1,0,1,0,0
10,87.46995169,20,3.319445531,0,1,0,0,1,1,0,0,0,1,2,1,2,3,0,1,0,1,1,0,1,0,0,3,11,,0,0,1,0,,0,1,0,0,,1,0,,,1,0,1,0,0
10,91.90818598,21,46.7354112,1,0,1,0,0,1,1,1,1,1,2,1,2,0,0,1,0,1,0,0,1,0,0,2,36,,1,0,0,0,,0,1,0,0,,1,1,,,1,0,1,0,0
10,31.25168103,22,78.35494451,1,1,1,0,1,0,1,0,1,0,2,0,2,3,0,1,4,1,1,0,1,1,0,4,12,,0,0,1,0,,0,1,0,0,,1,0,,,1,0,1,0,0
10,3.1378457,23,64.27437014,0,0,1,1,1,0,1,0,1,0,1,1,2,0,0,1,0,1,0,0,1,0,0,2,19,,1,0,0,0,,0,1,0,0,,1,1,,,1,0,1,0,0
10,54.97625065,24,22.11879515,0,0,1,0,1,0,1,0,1,1,2,1,2,0,0,1,0,1,0,0,1,0,0,2,25,,1,0,0,0,,0,1,0,0,,1,1,,,1,0,1,0,0
10,64.20389712,25,18.15611745,0,0,0,1,1,0,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,0,5,26,,0,0,1,0,,0,0,1,0,,0,0,,,1,0,1,0,0
10,41.8159545,26,63.81597126,1,1,0,0,1,0,0,0,0,0,2,0,0,0,0,1,2,0,0,0,1,1,0,2,4,,0,0,0,1,,0,1,0,0,,1,0,,,0,0,1,1,1
10,74.82918167,27,17.68614542,0,0,1,0,1,0,0,1,1,0,2,1,2,3,0,1,4,1,1,0,1,1,0,4,35,,0,0,1,0,,0,1,0,0,,1,0,,,1,0,1,0,0
10,8.488629571,28,80.8740411,0,1,1,1,0,1,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,5,37,,0,0,1,0,,0,0,1,0,,0,0,,,1,0,1,0,0
